step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
43,18070,86,1.3336718998020016,0.0,0.4451219512195122
44,18552,88,0.9186014715241254,0.0,0.5116279069767442
45,19018,90,1.9454029418975236,0.0,0.5395095367847411
46,19580,92,1.430449489029744,0.0,0.5081967213114754
47,20222,94,1.4549469254848828,0.0,0.46438746438746437
48,20624,96,1.2142312954203,0.0,0.5060240963855421
49,21314,98,1.5660934404209002,0.0,0.4691689008042895
50,21748,100,1.8545750753268395,0.0,0.479020979020979
51,22342,102,1.017845436082873,0.0,0.5224489795918368
52,22776,104,1.4230352448353742,0.0,0.5265151515151515
53,23162,106,1.2921666862255308,0.0,0.518918918918919
54,23660,108,1.8990766333628157,0.0,0.4174757281553398
55,24142,110,1.0280296554441444,0.0,0.4891304347826087
56,24640,112,1.6701483707415685,0.0,0.5466237942122186
57,25106,114,1.6169358848967115,0.0,0.46048109965635736
58,25396,116,1.739746534304782,0.0,0.4971751412429379
59,25910,118,1.152194082415823,0.0,0.5955056179775281
60,26248,120,1.1978662273458336,0.0,0.4520547945205479
61,26938,122,1.0883011132827725,0.0,0.5053763440860215
62,27404,124,1.8865412285953336,0.0,0.4317343173431734
63,27966,126,1.281245289789952,0.0,0.4869281045751634
64,28304,128,1.4137272316244875,0.0,0.47953216374269003
65,28722,130,1.9222607041054682,0.0,0.4411764705882353
66,28884,132,1.3767743808719677,0.0,0.4342105263157895
67,29526,134,1.2231079083967047,0.0,0.5096774193548387
68,29832,136,1.1954263999769688,0.0,0.484375
69,30202,138,1.2663531804529136,0.0,0.5
70,30844,140,1.1208618094680283,0.0,0.47368421052631576
71,31054,142,1.0883897595112082,0.0,0.5384615384615384
72,31312,144,1.615786326220699,0.0,0.5141242937853108
73,32082,146,1.338698541314826,0.0,0.4826666666666667
74,32420,148,0.8297949741275614,0.0,0.5847457627118644
75,32774,150,1.4580513341435535,0.0,0.5901639344262295
76,33096,152,1.6792658883743754,0.0,0.38372093023255816
77,33498,154,1.4267702953719665,0.0,0.5019762845849802
78,33756,156,1.1218581507962142,0.0,0.5304347826086957
79,34014,158,1.3553085737092954,0.0,0.5375722543352601
80,34464,160,1.4181445836993625,0.0,0.48068669527896996
81,34962,162,1.539855533088683,0.0,0.5300546448087432
82,35444,164,1.39783672083424,0.0,0.4444444444444444
83,35878,166,1.2426767646343218,0.0,0.465
84,36312,168,1.5451931905896987,0.0,0.5331010452961672
85,36762,170,0.7941137326243187,0.0,0.5555555555555556
86,37036,172,1.3920755103455218,0.0,0.4968152866242038
87,37374,174,1.0479215922412817,0.0,0.5483870967741935
88,37824,176,1.7201321597499277,0.0,0.4962962962962963
89,38162,178,1.320154184008645,0.0,0.5209580838323353
90,38516,180,1.3542196709788583,0.0,0.5026455026455027
91,39014,182,1.5258689633806046,0.0,0.5276872964169381
92,39384,184,1.728993015351242,0.0,0.5645756457564576
93,39914,186,1.3464439891830549,0.0,0.498220640569395
94,40316,188,1.3663412491701081,0.0,0.4863636363636364
95,40558,190,1.5537144823963003,0.0,0.5038759689922481
96,40784,192,1.4257099991277602,0.0,0.5086206896551724
97,41170,194,1.554665694391531,0.0,0.46078431372549017
98,41380,196,1.4707893711123687,0.0,0.504424778761062
99,41878,198,1.0714001741833477,0.0,0.4943820224719101
100,42104,200,1.4755193583383412,0.0,0.5
101,42506,202,2.067013809334417,0.0,0.436426116838488
102,42908,204,1.8784427769148748,0.0,0.449438202247191
103,43326,206,1.4478137511345393,0.0,0.4272300469483568
104,43504,208,1.4192615718729211,0.0,0.47474747474747475
105,43714,210,1.6706929116239746,0.0,0.48120300751879697
106,44580,212,0.8940260339449358,0.0,0.6020408163265306
107,44870,214,1.389829434493622,0.0,0.4689655172413793
108,45320,216,1.2153607767348522,0.0,0.5231481481481481
109,45610,218,2.0084611952537896,0.0,0.4489795918367347
110,46236,220,1.3692007951398024,0.0,0.4602649006622517
111,47006,222,1.5694291307894688,0.0,0.47568710359408034
112,47440,224,1.4915523919221314,0.0,0.47058823529411764
113,47698,226,1.4178368922121354,0.0,0.5714285714285714
114,48116,228,1.5768197921801343,0.0,0.3910891089108911
115,48470,230,1.6779207473844011,0.0,0.45595854922279794
116,48840,232,1.9318556549218244,0.0,0.46774193548387094
117,49290,234,2.0445554814325524,0.0,0.4383116883116883
118,49708,236,1.5003559323503775,0.0,0.4474885844748858
119,50462,238,1.3551028983036135,0.0,0.5294117647058824
120,50752,240,1.427556619033561,0.0,0.46258503401360546
121,51666,242,1.0948773645908032,0.0,0.5183374083129584
122,52052,244,0.9640629727572453,0.0,0.546583850931677
123,52550,246,1.3530455927234586,0.0,0.46586345381526106
124,52936,248,1.510324817547101,0.0,0.46875
125,53514,250,1.7475323102165456,0.0,0.4519774011299435
126,53852,252,1.2521406167425813,0.0,0.5337078651685393
127,54462,254,1.6398336436750802,0.0,0.4584615384615385
128,54640,256,1.3744636087491444,0.0,0.5523809523809524
129,55202,258,1.5247195978477286,0.0,0.4702194357366771
130,55620,260,2.0738334866061687,0.0,0.45454545454545453
131,56022,262,1.616938898329114,0.0,0.5457627118644067
132,56504,264,1.5086559002646018,0.0,0.5202952029520295
133,56810,266,1.2583666568727152,0.0,0.5212121212121212
134,57148,268,1.2829071722896852,0.0,0.5825242718446602
135,57358,270,1.2726185691770509,0.0,0.5084745762711864
136,57968,272,2.2142045208369536,0.0,0.4403292181069959
137,58242,274,1.1356531920727926,0.0,0.525
138,58580,276,1.2527264560307163,0.0,0.48951048951048953
139,59014,278,0.8506577685432866,0.0,0.5616438356164384
140,59320,280,1.5535115762217033,0.0,0.5489130434782609
141,60202,282,1.3825302156553405,0.0,0.5276190476190477
142,60540,284,1.334935023939714,0.0,0.5029239766081871
143,60990,286,1.3747026235304272,0.0,0.4841628959276018
144,61472,288,1.7585274239709705,0.0,0.48355263157894735
145,61762,290,0.9702427417063174,0.0,0.4583333333333333
146,62708,292,1.4814846492974174,0.0,0.5036764705882353
147,63206,294,1.6723071669014757,0.0,0.5431754874651811
148,63560,296,1.017969171735157,0.0,0.5367647058823529
149,63930,298,1.4048210401996237,0.0,0.6071428571428571
150,64172,300,0.9035203069743524,0.0,0.5376344086021505
151,64462,302,2.151773965367411,0.0,0.43564356435643564
152,64784,304,1.6986567327510496,0.0,0.49282296650717705
153,65314,306,1.2194427633510858,0.0,0.6006389776357828
154,65588,308,1.0783912707235275,0.0,0.5986394557823129
155,66134,310,1.1074092646453781,0.0,0.5888501742160279
156,66824,312,1.2092546546231575,0.0,0.484472049689441
157,67034,314,1.4215569428620216,0.0,0.5514018691588785
158,67276,316,1.2293009136543636,0.0,0.5299145299145299
159,67502,318,1.4999145231946922,0.0,0.5142857142857142
160,67968,320,1.298567646090973,0.0,0.5617977528089888
161,68386,322,1.2559661630025682,0.0,0.44375
162,68708,324,1.5013414756998,0.0,0.46296296296296297
163,69078,326,1.3564690793924612,0.0,0.5159817351598174
164,69352,328,1.0192934841457866,0.0,0.5748031496062992
165,69786,330,1.2812057787724342,0.0,0.46296296296296297
166,70012,332,1.1829520888927807,0.0,0.5242718446601942
167,70286,334,1.5327629742384028,0.0,0.5699481865284974
168,71040,336,0.9913287812862271,0.0,0.5163934426229508
169,71474,338,1.4997277309504733,0.0,0.4846153846153846
170,71812,340,1.0409012825349275,0.0,0.5522388059701493
171,72070,342,1.0176365908219318,0.0,0.5726495726495726
172,72392,344,1.0530358461762124,0.0,0.5230769230769231
173,72970,346,1.8943889073761773,0.0,0.5247747747747747
174,73532,348,1.0542754617622103,0.0,0.4909090909090909
175,74014,350,1.1049074622857333,0.0,0.5670995670995671
176,74544,352,1.4866179582526602,0.0,0.4918032786885246
177,74706,354,1.481890817289641,0.0,0.39436619718309857
178,75508,356,0.8376671343052072,0.0,0.5898203592814372
179,75686,358,1.650156241900654,0.0,0.5204081632653061
180,76024,360,1.2694415881227248,0.0,0.45806451612903226
181,76426,362,1.379355521761961,0.0,0.5381165919282511
182,76972,364,1.528316287074903,0.0,0.4953560371517028
183,77198,366,1.3466274882327163,0.0,0.512
184,77536,368,0.9636338536791904,0.0,0.6078431372549019
185,78162,370,1.5640649164990386,0.0,0.4961439588688946
186,78820,372,1.630658328867617,0.0,0.4753694581280788
187,79142,374,1.6741369082424966,0.0,0.5162790697674419
188,79592,376,2.5516586432175075,0.0,0.41225626740947074
189,79978,378,1.415640710049338,0.0,0.4720812182741117
190,80300,380,1.3217316311182064,0.0,0.47674418604651164
191,80702,382,1.3855324236064268,0.0,0.5113122171945701
192,80944,384,1.372931317271495,0.0,0.42105263157894735
193,81122,386,1.7414169611524202,0.0,0.5217391304347826
194,81588,388,1.2523765337463346,0.0,0.47706422018348627
195,81974,390,1.2164562900213183,0.0,0.47560975609756095
196,82232,392,1.3913498195429475,0.0,0.4375
197,82602,394,2.1338575574640317,0.0,0.46808510638297873
198,82828,396,1.3508998339449234,0.0,0.5441176470588235
199,83022,398,2.045704218171371,0.0,0.4186046511627907
200,83552,400,1.6969341223712135,0.0,0.5013123359580053
201,84002,402,1.7715719781049,0.0,0.5702005730659025
202,84836,404,1.1802608985351384,0.0,0.46846846846846846
203,85014,406,1.492567823965532,0.0,0.5154639175257731
204,85976,408,1.457714345987219,0.0,0.4865350089766607
205,86298,410,1.7470310979122368,0.0,0.44692737430167595
206,86540,412,1.3754306291540543,0.0,0.5
207,86798,414,1.134885106584756,0.0,0.5495495495495496
208,87184,416,1.8788656375823498,0.0,0.4411764705882353
209,87586,418,1.4928642410182473,0.0,0.5247933884297521
210,88036,420,1.5047015607665095,0.0,0.49387755102040815
211,88406,422,1.6899128720473757,0.0,0.4672489082969432
212,88808,424,1.3630393493529924,0.0,0.4387755102040816
213,89338,426,0.9762969219741409,0.0,0.4782608695652174
214,89804,428,1.3332919518904194,0.0,0.452991452991453
215,90094,430,1.05076075976655,0.0,0.6026490066225165
216,90480,432,0.8629136556627547,0.0,0.48120300751879697
217,90962,434,0.9897433999115556,0.0,0.5767441860465117
218,91300,436,1.5065612296563102,0.0,0.48677248677248675
219,91830,438,1.5191322367599247,0.0,0.4468864468864469
220,92072,440,1.165029980067678,0.0,0.4845360824742268
221,92490,442,0.7220828299240273,0.0,0.5323741007194245
222,92812,444,1.3212610158797093,0.0,0.5095541401273885
223,93486,446,1.2440580051091772,0.0,0.49838187702265374
224,93664,448,1.002328592113305,0.0,0.5625
225,93954,450,1.226006738870065,0.0,0.5
226,94196,452,1.5584250647288973,0.0,0.49242424242424243
227,94662,454,1.8374976290387113,0.0,0.47896440129449835
228,95240,456,1.3591389073145894,0.0,0.5125
229,95418,458,1.4712933042606915,0.0,0.5
230,96076,460,1.0585849360599602,0.0,0.5
231,96510,462,1.1151351360137416,0.0,0.3869047619047619
232,96768,464,1.256599193485447,0.0,0.5
233,96994,466,1.4298496783637762,0.0,0.4444444444444444
234,97396,468,2.2577951614830916,0.0,0.44089456869009586
235,97926,470,1.2462910942589593,0.0,0.5182186234817814
236,98344,472,1.1256078055715428,0.0,0.4431137724550898
237,98586,474,1.3279076745706502,0.0,0.46551724137931033
238,98780,476,1.265565607553323,0.0,0.603448275862069
239,99166,478,1.727793547722327,0.0,0.4305555555555556
240,99760,480,0.7791318609855602,0.0,0.4409937888198758
241,100242,482,1.5400991942492306,0.0,0.5257731958762887
242,100628,484,1.6102914424312074,0.0,0.4708333333333333
243,101126,486,1.2945453895762993,0.0,0.4672489082969432
244,101432,488,1.1058363732973873,0.0,0.5158730158730159
245,101898,490,1.2367538376189686,0.0,0.5876288659793815
246,102076,492,0.6834506641540661,0.0,0.546875
247,102318,494,1.4630864566141752,0.0,0.4652777777777778
248,102960,496,2.012179663725699,0.0,0.41204819277108434
249,103410,498,1.4681163219628803,0.0,0.43349753694581283
250,103764,500,1.347847054746319,0.0,0.4502923976608187
251,104598,502,1.4072732078393833,0.0,0.4255874673629243
252,104888,504,1.6158975492043233,0.0,0.4779874213836478
253,105194,506,1.5181502489975127,0.0,0.4787234042553192
254,105708,508,1.9557351442767406,0.0,0.4355300859598854
255,106062,510,1.6280653621836982,0.0,0.4603174603174603
256,106784,512,1.3957711091304437,0.0,0.46954314720812185
257,107170,514,1.2026865096785968,0.0,0.46745562130177515
258,107716,516,1.0887198516693688,0.0,0.590625
259,108134,518,1.163632980319734,0.0,0.4539877300613497
260,108696,520,0.5431269845419054,0.0,0.5307692307692308
261,109034,522,0.8504587842859611,0.0,0.532258064516129
262,109324,524,1.0379960190405617,0.0,0.6
263,109566,526,1.5064698237561487,0.0,0.4878048780487805
264,110016,528,1.6930781681056941,0.0,0.5526315789473685
265,110274,530,0.9418909086806637,0.0,0.5412844036697247
266,110580,532,1.1052868190608813,0.0,0.5592105263157895
267,110966,534,1.6401228814992457,0.0,0.431924882629108
268,111368,536,1.4288756864124783,0.0,0.5217391304347826
269,111914,538,1.3891356431353408,0.0,0.5854341736694678
270,112220,540,1.3078103516426685,0.0,0.5506329113924051
271,112622,542,1.568756302485134,0.0,0.5080645161290323
272,113216,544,1.567204248256632,0.0,0.44648318042813456
273,113666,546,1.8799422907423031,0.0,0.4786885245901639
274,113956,548,1.5133913990801706,0.0,0.4968152866242038
275,114182,550,1.3132121221025526,0.0,0.5275590551181102
276,114584,552,1.3975168511018483,0.0,0.4207920792079208
277,114922,554,1.5522393515557487,0.0,0.495
278,115260,556,1.0268589845725236,0.0,0.574468085106383
279,115646,558,1.2650795574332527,0.0,0.5208333333333334
280,116304,560,1.371905973535648,0.0,0.5013550135501355
281,117202,562,1.1923968050955323,0.0,0.5263157894736842
282,117540,564,1.487202059307681,0.0,0.4975609756097561
283,117958,566,1.6146486379376424,0.0,0.4327731092436975
284,118440,568,1.8094066341931403,0.0,0.4636363636363636
285,119466,570,1.3460137551810112,0.0,0.546583850931677
286,120012,572,1.4111092899458597,0.0,0.47653429602888087
287,120366,574,1.455608656743219,0.0,0.41379310344827586
288,120560,576,1.8526849057715313,0.0,0.40540540540540543
289,121138,578,0.6851418610951305,0.0,0.4892086330935252
290,121732,580,0.8705358459887054,0.0,0.6387959866220736
291,121974,582,1.2249807602751366,0.0,0.4953271028037383
292,122472,584,1.3560653649170478,0.0,0.4669260700389105
293,122762,586,1.3590929275752326,0.0,0.4383561643835616
294,123004,588,1.3639477219811302,0.0,0.5
295,123278,590,1.447788998659162,0.0,0.5697674418604651
296,123744,592,1.3175503007670488,0.0,0.5310077519379846
297,124258,594,1.5202596179326804,0.0,0.47017543859649125
298,124612,596,1.054073234964208,0.0,0.5225806451612903
299,124998,598,0.8112274126305663,0.0,0.5
300,125560,600,1.05226386296899,0.0,0.5176991150442478
301,126010,602,1.5560905319347593,0.0,0.472
302,126796,604,0.9073988096373425,0.0,0.5352112676056338
303,127358,606,1.5808480787462134,0.0,0.4940828402366864
304,127696,608,1.4101962761011921,0.0,0.4895833333333333
305,128082,610,1.5184913828061062,0.0,0.445
306,128644,612,1.2213833100293612,0.0,0.5477031802120141
307,129142,614,1.774541667402585,0.0,0.4691780821917808
308,129464,616,1.7236384005553282,0.0,0.42328042328042326
309,129706,618,1.3627773662212954,0.0,0.47692307692307695
310,130124,620,1.3454772664407053,0.0,0.6
311,130702,622,1.6649411541945354,0.0,0.5118483412322274
312,131392,624,1.4687680163090557,0.0,0.5195822454308094
313,132034,626,1.2955433276094879,0.0,0.5183098591549296
314,132484,628,1.3799822758693465,0.0,0.4819277108433735
315,132950,630,1.645094945155318,0.0,0.5255255255255256
316,133304,632,1.3413077442361692,0.0,0.49122807017543857
317,134330,634,1.084151582887681,0.0,0.5858778625954199
318,135292,636,1.0592628628094372,0.0,0.495260663507109
319,135726,638,1.9930365981356535,0.0,0.4
320,136208,640,1.1040333321352842,0.0,0.5882352941176471
321,136546,642,1.8279592759692551,0.0,0.44545454545454544
322,136948,644,1.7946878555436383,0.0,0.4304932735426009
323,137254,646,1.049825301701719,0.0,0.5620915032679739
324,137592,648,0.858103893184352,0.0,0.556390977443609
325,137994,650,1.7122432900754379,0.0,0.45064377682403434
326,138540,652,1.8043787653572836,0.0,0.44505494505494503
327,138974,654,1.8969878202621981,0.0,0.4375
328,139392,656,1.2728843954340268,0.0,0.5959183673469388
329,139778,658,1.4195955829567672,0.0,0.5529953917050692
330,140164,660,0.9044485671577349,0.0,0.5549132947976878
331,140822,662,1.1150637974398148,0.0,0.5513196480938416
332,141144,664,1.27677322248493,0.0,0.46153846153846156
333,142106,666,1.4020326629445536,0.0,0.4840764331210191
334,142428,668,2.089650723480709,0.0,0.502127659574468
335,142878,670,2.019996553197543,0.0,0.39299610894941633
336,143296,672,1.8244315335883863,0.0,0.3721973094170404
337,143698,674,1.7382805700427633,0.0,0.5573770491803278
338,143924,676,1.8680220584715272,0.0,0.4563758389261745
339,144134,678,1.004533089412089,0.0,0.6161616161616161
340,144296,680,1.3159455862712204,0.0,0.5652173913043478
341,144666,682,1.3120975648634698,0.0,0.5198019801980198
342,145116,684,0.9644925187466313,0.0,0.5833333333333334
343,145758,686,0.9470329367538748,0.0,0.5723684210526315
344,146240,688,1.3339012402156116,0.0,0.4358974358974359
345,146802,690,1.0641334159444857,0.0,0.5365853658536586
346,147188,692,1.1604562449784146,0.0,0.5153061224489796
347,147734,694,0.9480434860168697,0.0,0.608843537414966
348,148040,696,1.5945181124744234,0.0,0.4915254237288136
349,148634,698,0.9579049071765221,0.0,0.5783582089552238
350,148972,700,1.3573572097420903,0.0,0.5287958115183246
351,149278,702,1.5054812056568045,0.0,0.4972067039106145
352,149552,704,1.0650862117608877,0.0,0.46601941747572817
353,150178,706,1.681667540041657,0.0,0.5010845986984815
354,150580,708,1.367956532328106,0.0,0.5595238095238095
355,150950,710,1.6577104831614908,0.0,0.4423963133640553
356,151400,712,2.0085963240804645,0.0,0.44837758112094395
357,151770,714,1.1332984397523331,0.0,0.5172413793103449
358,152316,716,1.845655124954258,0.0,0.5424107142857143
359,152750,718,1.3540001385976683,0.0,0.4666666666666667
360,153168,720,1.7113924592789422,0.0,0.4256198347107438
361,153650,722,2.024227891436371,0.0,0.48
362,154212,724,1.5424714884180495,0.0,0.5218579234972678
363,154678,726,1.5446598239644451,0.0,0.47735191637630664
364,154984,728,1.6551664729804358,0.0,0.5080213903743316
365,155338,730,1.7835887830457897,0.0,0.4349775784753363
366,155948,732,0.7833931183793936,0.0,0.5114155251141552
367,156350,734,1.3958230720791835,0.0,0.5086206896551724
368,156624,736,1.3772027273749876,0.0,0.48951048951048953
369,157042,738,2.078955194675888,0.0,0.42679127725856697
370,157556,740,1.2798855081549432,0.0,0.4811715481171548
371,157846,742,1.3881708821860612,0.0,0.4527027027027027
372,158248,744,1.3406763825585366,0.0,0.5270935960591133
373,158682,746,1.4876957680714216,0.0,0.47863247863247865
374,159484,748,1.3396875641171946,0.0,0.4806763285024155
375,159678,750,1.5154364795198305,0.0,0.4444444444444444
376,159984,752,1.304106255140352,0.0,0.5352941176470588
377,160562,754,1.2362044402148336,0.0,0.5346534653465347
378,160996,756,1.7088107052560295,0.0,0.4462809917355372
379,161526,758,1.4297618329700272,0.0,0.5263157894736842
380,161880,760,1.7042890582735046,0.0,0.5260869565217391
381,162410,762,1.394684084048046,0.0,0.5271565495207667
382,163084,764,1.5861031701622472,0.0,0.5123595505617977
383,163598,766,1.9659592579419114,0.0,0.45478723404255317
384,163856,768,1.3239764002003835,0.0,0.48951048951048953
385,164210,770,1.4815615710581354,0.0,0.4708994708994709
386,164452,772,1.4915635842912556,0.0,0.47761194029850745
387,164694,774,1.3106057931428796,0.0,0.5630252100840336
388,165016,776,1.3749418224067627,0.0,0.5093167701863354
389,165386,778,1.5910597629299383,0.0,0.4720812182741117
390,165676,780,1.691809387600705,0.0,0.41420118343195267
391,165998,782,1.3711834678500654,0.0,0.5079365079365079
392,166464,784,1.1946367962931803,0.0,0.4585152838427948
393,166722,786,1.8386847394978783,0.0,0.44
394,167396,788,1.3834197994154376,0.0,0.4797687861271676
395,168054,790,1.979606624647968,0.0,0.44516129032258067
396,168776,792,1.3499608296282761,0.0,0.477088948787062
397,169066,794,0.9808162195244267,0.0,0.5546218487394958
398,169372,796,1.2000687762755249,0.0,0.4794520547945205
399,169790,798,1.2599417892968603,0.0,0.5251141552511416
400,170368,800,1.244494479830991,0.0,0.5244755244755245
401,170722,802,1.433599533633827,0.0,0.4358974358974359
402,171172,804,1.9800356071382517,0.0,0.47941176470588237
403,171526,806,1.8350051965601595,0.0,0.48770491803278687
404,172024,808,1.3241265163929377,0.0,0.5152671755725191
405,172410,810,1.8458466152317756,0.0,0.5
406,172908,812,1.7817570517246097,0.0,0.45263157894736844
407,173390,814,1.5396340693088462,0.0,0.41472868217054265
408,173840,816,1.5652343734674443,0.0,0.484251968503937
409,174434,818,0.9194261438353127,0.0,0.5240384615384616
410,175028,820,1.3126839982519432,0.0,0.5742296918767507
411,175430,822,1.717818371015691,0.0,0.45491803278688525
412,175880,824,1.341058366987968,0.0,0.4511627906976744
413,176522,826,0.7614347043179389,0.0,0.5096153846153846
414,176844,828,1.6874015206278052,0.0,0.5215311004784688
415,177150,830,1.3270597573496545,0.0,0.5229885057471264
416,177824,832,0.8479682700184463,0.0,0.4838709677419355
417,178194,834,1.7385784127167214,0.0,0.5104602510460251
418,178548,836,1.310669922037524,0.0,0.5443786982248521
419,178822,838,1.4040674328914653,0.0,0.5202702702702703
420,179144,840,1.3693004422596686,0.0,0.521978021978022
421,179514,842,1.5375828234636064,0.0,0.4714285714285714
422,179772,844,1.571280782228912,0.0,0.525
423,180014,846,1.7647496391995214,0.0,0.4666666666666667
424,180688,848,1.481248636748995,0.0,0.5288683602771362
425,181106,850,1.9796836610142234,0.0,0.47540983606557374
426,181492,852,1.578155017118559,0.0,0.5048076923076923
427,181910,854,1.0285804104899077,0.0,0.5426829268292683
428,182184,856,1.0969173494578448,0.0,0.5777777777777777
429,182490,858,0.8888452881903087,0.0,0.514018691588785
430,182860,860,1.5983658030237435,0.0,0.5503875968992248
431,183150,862,1.4970005189596307,0.0,0.5028901734104047
432,183632,864,1.1159407057857549,0.0,0.49514563106796117
433,184114,866,1.1669590765099094,0.0,0.5321888412017167
434,184420,868,1.7709560766688994,0.0,0.4685714285714286
435,184774,870,1.2925201260774124,0.0,0.5086705202312138
436,185496,872,1.5930173798572222,0.0,0.5548654244306418
437,185770,874,1.4505332056323095,0.0,0.4492753623188406
438,186380,876,1.0389858991082077,0.0,0.4723404255319149
439,186686,878,1.3108047808874408,0.0,0.52
440,187024,880,1.516703234055221,0.0,0.45604395604395603
441,187426,882,1.2498379040084344,0.0,0.5186915887850467
442,187844,884,1.264290049504274,0.0,0.5174129353233831
443,188134,886,1.4328367898742413,0.0,0.46496815286624205
444,188472,888,1.5706907110933923,0.0,0.542713567839196
445,189098,890,1.0825145778939036,0.0,0.5034013605442177
446,189404,892,1.2301844351178608,0.0,0.5824175824175825
447,189694,894,1.6243276416637948,0.0,0.5248618784530387
448,190048,896,1.8798143530655624,0.0,0.4880952380952381
449,190274,898,1.4783917898735235,0.0,0.541095890410959
450,190452,900,1.3644721194334257,0.0,0.49411764705882355
451,190934,902,1.5589632037583716,0.0,0.4808362369337979
452,191272,904,1.6288362880335974,0.0,0.46153846153846156
453,191594,906,1.5970201509518085,0.0,0.3879781420765027
454,192060,908,2.040103332362337,0.0,0.441340782122905
455,192334,910,1.1922141380161806,0.0,0.5214285714285715
456,192736,912,1.8237741440786923,0.0,0.4632352941176471
457,193410,914,0.8321774230352451,0.0,0.52
458,193748,916,1.3296314513332592,0.0,0.4423076923076923
459,194246,918,1.2182047440374912,0.0,0.5152838427947598
460,194728,920,0.9679189703440426,0.0,0.5080213903743316
461,195178,922,1.1418645720817064,0.0,0.44565217391304346
462,195628,924,1.5211256817630168,0.0,0.46586345381526106
463,196174,926,1.4201849607790293,0.0,0.4865771812080537
464,196448,928,1.4850943362169187,0.0,0.45751633986928103
465,197010,930,1.2460917848373223,0.0,0.5422535211267606
466,197444,932,1.671638567911309,0.0,0.4676258992805755
467,197878,934,1.3995435601874606,0.0,0.4694835680751174
468,198648,936,1.1543974482432895,0.0,0.49166666666666664
469,198874,938,1.552352070652551,0.0,0.5962732919254659
470,199068,940,1.0691921722891522,0.0,0.574468085106383
471,199662,942,1.5282640416485513,0.0,0.5533498759305211
472,199856,944,1.3778846632999426,0.0,0.6146788990825688
473,200626,946,2.024944570185264,0.0,0.4343629343629344
474,200852,948,1.2192472866883384,0.0,0.5428571428571428
475,201350,950,1.9982133273656848,0.0,0.43059490084985835
476,201576,952,1.8763831785601748,0.0,0.474025974025974
477,201898,954,1.2124707341829981,0.0,0.5072463768115942
478,202316,956,1.8768937168991555,0.0,0.5165562913907285
479,202718,958,1.1975593331751526,0.0,0.5522388059701493
480,203488,960,1.5751033603322286,0.0,0.5062761506276151
481,204002,962,1.2403466737085795,0.0,0.5153846153846153
482,204420,964,1.522603006366431,0.0,0.4194915254237288
483,204870,966,1.1402516969628937,0.0,0.5049019607843137
484,205416,968,1.1848801602151415,0.0,0.5806451612903226
485,206522,970,1.9442446808542857,0.0,0.5180995475113123
486,206844,972,1.1998252620230232,0.0,0.5297619047619048
487,207150,974,1.516681517588765,0.0,0.5084745762711864
488,207728,976,0.8613787808093494,0.0,0.4121212121212121
489,208146,978,1.5851076916158944,0.0,0.57
490,208612,980,1.8453603601386355,0.0,0.5141242937853108
